timestamp,price
2025-05-03,219.56888688449695
2025-05-04,216.56837833617644
2025-05-05,215.19844056867825
2025-05-06,213.55467583499177
2025-05-07,213.44229444907063
2025-05-08,214.2969708807047
2025-05-09,213.06375629518257
2025-05-10,214.0605457147596
2025-05-11,214.1471591202234
2025-05-12,211.4157728416122
2025-05-13,210.42797234475654
2025-05-14,213.85880917235212
2025-05-15,210.63410877789266
2025-05-16,209.8811421273844
2025-05-17,206.77083338682976
2025-05-18,206.3305389565655
2025-05-19,208.00410819518393
2025-05-20,207.36323109632426
2025-05-21,207.92575247876727
2025-05-22,208.49839943126054
2025-05-23,208.32630613940495
2025-05-24,210.6801660215633
2025-05-25,212.83843163618113
2025-05-26,210.4500805518264
2025-05-27,211.95784242854842
2025-05-28,216.64229927731793
2025-05-29,212.53192187036302
2025-05-30,214.60957091268094
2025-05-31,214.31205057125115
2025-06-01,213.84746248400432
