timestamp,price
2025-05-03,490.80809873889433
2025-05-04,489.24333008359986
2025-05-05,481.8524935068548
2025-05-06,476.8310015773244
2025-05-07,481.44205363031284
2025-05-08,484.66328392913493
2025-05-09,486.01353538977753
2025-05-10,477.0529641647728
2025-05-11,479.0664531057151
2025-05-12,483.19218907970145
2025-05-13,491.3900952490941
2025-05-14,499.1854229180041
2025-05-15,508.5635016740403
2025-05-16,513.3996763212124
2025-05-17,512.6401153395965
2025-05-18,515.255007623627
2025-05-19,521.5938895310022
2025-05-20,520.9034640077238
2025-05-21,518.246232704384
2025-05-22,518.1990510608027
2025-05-23,518.8328214481189
2025-05-24,518.1308055142986
2025-05-25,515.4940297889048
2025-05-26,511.62952118315553
2025-05-27,508.96027675709234
2025-05-28,508.53206711934365
2025-05-29,520.9136696446784
2025-05-30,520.3536918726887
2025-05-31,512.0891769336322
2025-06-01,506.93726372152827
