timestamp,price
2025-05-03,67932.12363328598
2025-05-04,67751.09741473701
2025-05-05,68141.63033556107
2025-05-06,69368.22457033163
2025-05-07,69611.58645518933
2025-05-08,70939.22000954332
2025-05-09,70496.24691215507
2025-05-10,70710.12883348281
2025-05-11,71803.3668425801
2025-05-12,71681.70967232306
2025-05-13,71622.18932142858
2025-05-14,71270.94145067608
2025-05-15,71040.80156527844
2025-05-16,71114.89813691011
2025-05-17,70946.3465381655
2025-05-18,70987.3864205748
2025-05-19,70545.43146488554
2025-05-20,71014.75290144474
2025-05-21,71187.59262682791
2025-05-22,72083.0031499064
2025-05-23,72259.41486948321
2025-05-24,72267.37889994784
2025-05-25,72496.52708589027
2025-05-26,73001.3959179521
2025-05-27,74095.63418004526
2025-05-28,74816.19039421414
2025-05-29,74416.68590423874
2025-05-30,73487.10861156395
2025-05-31,73876.75114019225
2025-06-01,72515.06286415753
