timestamp,price
2025-05-03,1.2991613319245547
2025-05-04,1.2955915224107273
2025-05-05,1.2925239293568807
2025-05-06,1.2899635886537781
2025-05-07,1.2903027326331673
2025-05-08,1.270023267921606
2025-05-09,1.2576039020917196
2025-05-10,1.2592615878647202
2025-05-11,1.233536442681547
2025-05-12,1.207562420269394
2025-05-13,1.2226462855721179
2025-05-14,1.222199743299131
2025-05-15,1.2321546311016818
2025-05-16,1.2244474598087272
2025-05-17,1.2163156353737115
2025-05-18,1.2116988617440476
2025-05-19,1.19934041434785
2025-05-20,1.2043003357412314
2025-05-21,1.2046136379396022
2025-05-22,1.1785309770806194
2025-05-23,1.1857267115460879
2025-05-24,1.181410001228812
2025-05-25,1.1682744342453066
2025-05-26,1.1806939529506169
2025-05-27,1.182995829439325
2025-05-28,1.1938939666770678
2025-05-29,1.1764044696397522
2025-05-30,1.1785285205279927
2025-05-31,1.1732298591011532
2025-06-01,1.1578450329473988
