timestamp,price
2025-05-03,1801.5919663809273
2025-05-04,1797.2063409435832
2025-05-05,1804.5698896002525
2025-05-06,1824.3031438519533
2025-05-07,1852.7176266462398
2025-05-08,1846.9726238698393
2025-05-09,1852.6529135524686
2025-05-10,1833.9923841712161
2025-05-11,1812.508475072885
2025-05-12,1803.2419213805267
2025-05-13,1824.9705092082222
2025-05-14,1816.8269634775916
2025-05-15,1831.2293127346968
2025-05-16,1793.0105566403847
2025-05-17,1774.8284948190776
2025-05-18,1769.8778743689602
2025-05-19,1775.8229613707201
2025-05-20,1787.3501032624486
2025-05-21,1763.3139479375586
2025-05-22,1741.609181314569
2025-05-23,1745.2264795089818
2025-05-24,1734.0594994698843
2025-05-25,1743.941328168093
2025-05-26,1722.1552607890303
2025-05-27,1726.4962907653994
2025-05-28,1704.5912945702757
2025-05-29,1726.459865911874
2025-05-30,1754.6175831714113
2025-05-31,1737.4172786025006
2025-06-01,1732.7618949032703
